method,age,date,population
Campling 2019,18-34,2021-07-28,236527
Campling 2019,18-34,2021-07-29,236549
Campling 2019,18-34,2021-07-30,236570
Campling 2019,18-34,2021-07-31,236592
Campling 2019,18-34,2021-08-01,236613
Campling 2019,18-34,2021-08-02,236635
Campling 2019,18-34,2021-08-03,236656
Campling 2019,18-34,2021-08-04,236677
Campling 2019,18-34,2021-08-05,236698
Campling 2019,18-34,2021-08-06,236719
Campling 2019,18-34,2021-08-07,236741
Campling 2019,18-34,2021-08-08,236762
Campling 2019,18-34,2021-08-09,236782
Campling 2019,18-34,2021-08-10,236803
Campling 2019,18-34,2021-08-11,236824
Campling 2019,18-34,2021-08-12,236845
Campling 2019,18-34,2021-08-13,236865
Campling 2019,18-34,2021-08-14,236886
Campling 2019,18-34,2021-08-15,236906
Campling 2019,18-34,2021-08-16,236927
Campling 2019,18-34,2021-08-17,236947
Campling 2019,18-34,2021-08-18,236967
Campling 2019,18-34,2021-08-19,236987
Campling 2019,18-34,2021-08-20,237007
Campling 2019,18-34,2021-08-21,237027
Campling 2019,18-34,2021-08-22,237047
Campling 2019,18-34,2021-08-23,237067
Campling 2019,18-34,2021-08-24,237086
Campling 2019,18-34,2021-08-25,237106
Campling 2019,18-34,2021-08-26,237125
Campling 2019,18-34,2021-08-27,237145
Campling 2019,18-34,2021-08-28,237164
Campling 2019,18-34,2021-08-29,237183
Campling 2019,18-34,2021-08-30,237202
Campling 2019,18-34,2021-08-31,237221
Campling 2019,18-34,2021-09-01,237239
Campling 2019,18-34,2021-09-02,237258
Campling 2019,18-34,2021-09-03,237276
Campling 2019,18-34,2021-09-04,237295
Campling 2019,18-34,2021-09-05,237313
Campling 2019,18-34,2021-09-06,237331
Campling 2019,18-34,2021-09-07,237349
Campling 2019,18-34,2021-09-08,237367
Campling 2019,18-34,2021-09-09,237384
Campling 2019,18-34,2021-09-10,237402
Campling 2019,18-34,2021-09-11,237419
Campling 2019,18-34,2021-09-12,237436
Campling 2019,18-34,2021-09-13,237453
Campling 2019,18-34,2021-09-14,237470
Campling 2019,18-34,2021-09-15,237487
Campling 2019,18-34,2021-09-16,237504
Campling 2019,18-34,2021-09-17,237520
Campling 2019,18-34,2021-09-18,237536
Campling 2019,18-34,2021-09-19,237552
Campling 2019,18-34,2021-09-20,237568
Campling 2019,18-34,2021-09-21,237584
Campling 2019,18-34,2021-09-22,237600
Campling 2019,18-34,2021-09-23,237615
Campling 2019,18-34,2021-09-24,237630
Campling 2019,18-34,2021-09-25,237645
Campling 2019,18-34,2021-09-26,237660
Campling 2019,18-34,2021-09-27,237675
Campling 2019,18-34,2021-09-28,237689
Campling 2019,18-34,2021-09-29,237704
Campling 2019,18-34,2021-09-30,237718
Campling 2019,18-34,2021-10-01,237732
Campling 2019,18-34,2021-10-02,237745
Campling 2019,18-34,2021-10-03,237759
Campling 2019,18-34,2021-10-04,237773
Campling 2019,18-34,2021-10-05,237787
Campling 2019,18-34,2021-10-06,237801
Campling 2019,18-34,2021-10-07,237815
Campling 2019,18-34,2021-10-08,237830
Campling 2019,18-34,2021-10-09,237844
Campling 2019,18-34,2021-10-10,237858
Campling 2019,18-34,2021-10-11,237872
Campling 2019,18-34,2021-10-12,237887
Campling 2019,18-34,2021-10-13,237901
Campling 2019,18-34,2021-10-14,237916
Campling 2019,18-34,2021-10-15,237930
Campling 2019,18-34,2021-10-16,237945
Campling 2019,18-34,2021-10-17,237959
Campling 2019,18-34,2021-10-18,237974
Campling 2019,18-34,2021-10-19,237988
Campling 2019,18-34,2021-10-20,238003
Campling 2019,18-34,2021-10-21,238018
Campling 2019,18-34,2021-10-22,238033
Campling 2019,18-34,2021-10-23,238047
Campling 2019,18-34,2021-10-24,238062
Campling 2019,18-34,2021-10-25,238077
Campling 2019,18-34,2021-10-26,238092
Campling 2019,18-34,2021-10-27,238107
Campling 2019,18-34,2021-10-28,238122
Campling 2019,18-34,2021-10-29,238137
Campling 2019,18-34,2021-10-30,238152
Campling 2019,18-34,2021-10-31,238167
Campling 2019,18-34,2021-11-01,238182
Campling 2019,18-34,2021-11-02,238198
Campling 2019,18-34,2021-11-03,238213
Campling 2019,18-34,2021-11-04,238228
Campling 2019,18-34,2021-11-05,238243
Campling 2019,18-34,2021-11-06,238259
Campling 2019,18-34,2021-11-07,238274
Campling 2019,18-34,2021-11-08,238289
Campling 2019,18-34,2021-11-09,238305
Campling 2019,18-34,2021-11-10,238320
Campling 2019,18-34,2021-11-11,238335
Campling 2019,18-34,2021-11-12,238351
Campling 2019,18-34,2021-11-13,238366
Campling 2019,18-34,2021-11-14,238382
Campling 2019,18-34,2021-11-15,238397
Campling 2019,18-34,2021-11-16,238413
Campling 2019,18-34,2021-11-17,238428
Campling 2019,18-34,2021-11-18,238444
Campling 2019,18-34,2021-11-19,238459
Campling 2019,18-34,2021-11-20,238475
Campling 2019,18-34,2021-11-21,238491
Campling 2019,18-34,2021-11-22,238506
Campling 2019,18-34,2021-11-23,238522
Campling 2019,18-34,2021-11-24,238537
Campling 2019,18-34,2021-11-25,238553
Campling 2019,18-34,2021-11-26,238569
Campling 2019,18-34,2021-11-27,238585
Campling 2019,18-34,2021-11-28,238600
Campling 2019,18-34,2021-11-29,238616
Campling 2019,18-34,2021-11-30,238632
Campling 2019,18-34,2021-12-01,238647
Campling 2019,18-34,2021-12-02,238663
Campling 2019,18-34,2021-12-03,238679
Campling 2019,18-34,2021-12-04,238695
Campling 2019,18-34,2021-12-05,238710
Campling 2019,18-34,2021-12-06,238726
Campling 2019,18-34,2021-12-07,238742
Campling 2019,18-34,2021-12-08,238758
Campling 2019,18-34,2021-12-09,238773
Campling 2019,18-34,2021-12-10,238789
Campling 2019,18-34,2021-12-11,238805
Campling 2019,18-34,2021-12-12,238821
Campling 2019,18-34,2021-12-13,238836
Campling 2019,18-34,2021-12-14,238852
Campling 2019,18-34,2021-12-15,238868
Campling 2019,18-34,2021-12-16,238884
Campling 2019,18-34,2021-12-17,238900
Campling 2019,18-34,2021-12-18,238915
Campling 2019,18-34,2021-12-19,238931
Campling 2019,18-34,2021-12-20,238947
Campling 2019,18-34,2021-12-21,238963
Campling 2019,18-34,2021-12-22,238978
Campling 2019,18-34,2021-12-23,238994
Campling 2019,18-34,2021-12-24,239010
Campling 2019,18-34,2021-12-25,239025
Campling 2019,18-34,2021-12-26,239041
Campling 2019,18-34,2021-12-27,239057
Campling 2019,18-34,2021-12-28,239072
Campling 2019,18-34,2021-12-29,239088
Campling 2019,18-34,2021-12-30,239104
Campling 2019,18-34,2021-12-31,239119
Campling 2019,18-34,2022-01-01,239135
Campling 2019,18-34,2022-01-02,239151
Campling 2019,18-34,2022-01-03,239166
Campling 2019,18-34,2022-01-04,239182
Campling 2019,18-34,2022-01-05,239197
Campling 2019,18-34,2022-01-06,239213
Campling 2019,18-34,2022-01-07,239228
Campling 2019,18-34,2022-01-08,239244
Campling 2019,18-34,2022-01-09,239259
Campling 2019,18-34,2022-01-10,239275
Campling 2019,18-34,2022-01-11,239290
Campling 2019,18-34,2022-01-12,239305
Campling 2019,18-34,2022-01-13,239321
Campling 2019,18-34,2022-01-14,239336
Campling 2019,18-34,2022-01-15,239351
Campling 2019,18-34,2022-01-16,239367
Campling 2019,18-34,2022-01-17,239382
Campling 2019,18-34,2022-01-18,239397
Campling 2019,18-34,2022-01-19,239412
Campling 2019,18-34,2022-01-20,239428
Campling 2019,18-34,2022-01-21,239443
Campling 2019,18-34,2022-01-22,239458
Campling 2019,18-34,2022-01-23,239473
Campling 2019,18-34,2022-01-24,239488
Campling 2019,18-34,2022-01-25,239503
Campling 2019,18-34,2022-01-26,239518
Campling 2019,18-34,2022-01-27,239533
Campling 2019,18-34,2022-01-28,239548
Campling 2019,18-34,2022-01-29,239563
Campling 2019,18-34,2022-01-30,239577
Campling 2019,18-34,2022-01-31,239592
Campling 2019,18-34,2022-02-01,239607
Campling 2019,18-34,2022-02-02,239622
Campling 2019,18-34,2022-02-03,239636
Campling 2019,18-34,2022-02-04,239651
Campling 2019,18-34,2022-02-05,239665
Campling 2019,18-34,2022-02-06,239680
Campling 2019,18-34,2022-02-07,239694
Campling 2019,18-34,2022-02-08,239709
Campling 2019,18-34,2022-02-09,239723
Campling 2019,18-34,2022-02-10,239738
Campling 2019,18-34,2022-02-11,239752
Campling 2019,18-34,2022-02-12,239766
Campling 2019,18-34,2022-02-13,239780
Campling 2019,18-34,2022-02-14,239795
Campling 2019,18-34,2022-02-15,239809
Campling 2019,18-34,2022-02-16,239823
Campling 2019,18-34,2022-02-17,239837
Campling 2019,18-34,2022-02-18,239851
Campling 2019,18-34,2022-02-19,239865
Campling 2019,18-34,2022-02-20,239878
Campling 2019,18-34,2022-02-21,239892
Campling 2019,18-34,2022-02-22,239906
Campling 2019,18-34,2022-02-23,239920
Campling 2019,18-34,2022-02-24,239933
Campling 2019,18-34,2022-02-25,239947
Campling 2019,18-34,2022-02-26,239960
Campling 2019,18-34,2022-02-27,239974
Campling 2019,18-34,2022-02-28,239987
Campling 2019,18-34,2022-03-01,240000
Campling 2019,18-34,2022-03-02,240014
Campling 2019,18-34,2022-03-03,240027
Campling 2019,18-34,2022-03-04,240040
Campling 2019,18-34,2022-03-05,240053
Campling 2019,18-34,2022-03-06,240066
Campling 2019,18-34,2022-03-07,240079
Campling 2019,18-34,2022-03-08,240092
Campling 2019,18-34,2022-03-09,240105
Campling 2019,18-34,2022-03-10,240117
Campling 2019,18-34,2022-03-11,240130
Campling 2019,18-34,2022-03-12,240143
Campling 2019,18-34,2022-03-13,240155
Campling 2019,18-34,2022-03-14,240167
Campling 2019,18-34,2022-03-15,240180
Campling 2019,18-34,2022-03-16,240192
Campling 2019,18-34,2022-03-17,240204
Campling 2019,18-34,2022-03-18,240217
Campling 2019,18-34,2022-03-19,240229
Campling 2019,18-34,2022-03-20,240241
Campling 2019,18-34,2022-03-21,240253
Campling 2019,18-34,2022-03-22,240264
Campling 2019,18-34,2022-03-23,240276
Campling 2019,18-34,2022-03-24,240288
Campling 2019,18-34,2022-03-25,240299
Campling 2019,18-34,2022-03-26,240311
Campling 2019,18-34,2022-03-27,240322
Campling 2019,18-34,2022-03-28,240334
Campling 2019,18-34,2022-03-29,240345
Campling 2019,18-34,2022-03-30,240356
Campling 2019,18-34,2022-03-31,240367
Campling 2019,18-34,2022-04-01,240378
Campling 2019,18-34,2022-04-02,240389
Campling 2019,18-34,2022-04-03,240400
Campling 2019,18-34,2022-04-04,240411
Campling 2019,18-34,2022-04-05,240422
Campling 2019,18-34,2022-04-06,240433
Campling 2019,18-34,2022-04-07,240443
Campling 2019,18-34,2022-04-08,240454
Campling 2019,18-34,2022-04-09,240464
Campling 2019,18-34,2022-04-10,240475
Campling 2019,18-34,2022-04-11,240485
Campling 2019,18-34,2022-04-12,240495
Campling 2019,18-34,2022-04-13,240506
Campling 2019,18-34,2022-04-14,240516
Campling 2019,18-34,2022-04-15,240526
Campling 2019,18-34,2022-04-16,240536
Campling 2019,18-34,2022-04-17,240546
Campling 2019,18-34,2022-04-18,240556
Campling 2019,18-34,2022-04-19,240566
Campling 2019,18-34,2022-04-20,240576
Campling 2019,18-34,2022-04-21,240586
Campling 2019,18-34,2022-04-22,240596
Campling 2019,18-34,2022-04-23,240606
Campling 2019,18-34,2022-04-24,240616
Campling 2019,18-34,2022-04-25,240625
Campling 2019,18-34,2022-04-26,240635
Campling 2019,18-34,2022-04-27,240645
Campling 2019,18-34,2022-04-28,240654
Campling 2019,18-34,2022-04-29,240664
Campling 2019,18-34,2022-04-30,240673
Campling 2019,18-34,2022-05-01,240683
Campling 2019,18-34,2022-05-02,240692
Campling 2019,18-34,2022-05-03,240702
Campling 2019,18-34,2022-05-04,240711
Campling 2019,18-34,2022-05-05,240720
Campling 2019,18-34,2022-05-06,240730
Campling 2019,18-34,2022-05-07,240739
Campling 2019,18-34,2022-05-08,240748
Campling 2019,18-34,2022-05-09,240757
Campling 2019,18-34,2022-05-10,240766
Campling 2019,18-34,2022-05-11,240775
Campling 2019,18-34,2022-05-12,240785
Campling 2019,18-34,2022-05-13,240794
Campling 2019,18-34,2022-05-14,240803
Campling 2019,18-34,2022-05-15,240812
Campling 2019,18-34,2022-05-16,240821
Campling 2019,18-34,2022-05-17,240830
Campling 2019,18-34,2022-05-18,240839
Campling 2019,18-34,2022-05-19,240848
Campling 2019,18-34,2022-05-20,240856
Campling 2019,18-34,2022-05-21,240865
Campling 2019,18-34,2022-05-22,240874
Campling 2019,18-34,2022-05-23,240883
Campling 2019,18-34,2022-05-24,240892
Campling 2019,18-34,2022-05-25,240901
Campling 2019,18-34,2022-05-26,240909
Campling 2019,18-34,2022-05-27,240918
Campling 2019,18-34,2022-05-28,240927
Campling 2019,18-34,2022-05-29,240936
Campling 2019,18-34,2022-05-30,240945
Campling 2019,18-34,2022-05-31,240953
Campling 2019,18-34,2022-06-01,240962
Campling 2019,18-34,2022-06-02,240971
Campling 2019,18-34,2022-06-03,240979
Campling 2019,18-34,2022-06-04,240988
Campling 2019,18-34,2022-06-05,240997
Campling 2019,18-34,2022-06-06,241005
Campling 2019,18-34,2022-06-07,241014
Campling 2019,18-34,2022-06-08,241023
Campling 2019,18-34,2022-06-09,241031
Campling 2019,18-34,2022-06-10,241040
Campling 2019,18-34,2022-06-11,241049
Campling 2019,18-34,2022-06-12,241057
Campling 2019,18-34,2022-06-13,241066
Campling 2019,18-34,2022-06-14,241075
Campling 2019,18-34,2022-06-15,241083
Campling 2019,18-34,2022-06-16,241092
Campling 2019,18-34,2022-06-17,241101
Campling 2019,18-34,2022-06-18,241110
Campling 2019,18-34,2022-06-19,241118
Campling 2019,18-34,2022-06-20,241127
Campling 2019,18-34,2022-06-21,241136
Campling 2019,18-34,2022-06-22,241144
Campling 2019,18-34,2022-06-23,241153
Campling 2019,18-34,2022-06-24,241162
Campling 2019,18-34,2022-06-25,241171
Campling 2019,18-34,2022-06-26,241179
Campling 2019,18-34,2022-06-27,241188
Campling 2019,18-34,2022-06-28,241197
Campling 2019,18-34,2022-06-29,241206
Campling 2019,18-34,2022-06-30,241214
Campling 2019,18-34,2022-07-01,241223
Campling 2019,18-34,2022-07-02,241232
Campling 2019,18-34,2022-07-03,241241
Campling 2019,18-34,2022-07-04,241249
Campling 2019,18-34,2022-07-05,241258
Campling 2019,18-34,2022-07-06,241266
Campling 2019,18-34,2022-07-07,241275
Campling 2019,18-34,2022-07-08,241283
Campling 2019,18-34,2022-07-09,241291
Campling 2019,18-34,2022-07-10,241299
Campling 2019,18-34,2022-07-11,241307
Campling 2019,18-34,2022-07-12,241315
Campling 2019,18-34,2022-07-13,241323
Campling 2019,18-34,2022-07-14,241331
Campling 2019,18-34,2022-07-15,241339
Campling 2019,18-34,2022-07-16,241347
Campling 2019,18-34,2022-07-17,241354
Campling 2019,18-34,2022-07-18,241362
Campling 2019,18-34,2022-07-19,241369
Campling 2019,18-34,2022-07-20,241376
Campling 2019,18-34,2022-07-21,241384
Campling 2019,18-34,2022-07-22,241391
Campling 2019,18-34,2022-07-23,241398
Campling 2019,18-34,2022-07-24,241405
Campling 2019,18-34,2022-07-25,241412
Campling 2019,18-34,2022-07-26,241419
Campling 2019,18-34,2022-07-27,241426
Campling 2019,18-34,2022-07-28,241433
Campling 2019,18-34,2022-07-29,241440
Campling 2019,18-34,2022-07-30,241446
Campling 2019,18-34,2022-07-31,241453
Campling 2019,18-34,2022-08-01,241459
Campling 2019,18-34,2022-08-02,241466
Campling 2019,18-34,2022-08-03,241472
Campling 2019,18-34,2022-08-04,241479
Campling 2019,18-34,2022-08-05,241485
Campling 2019,18-34,2022-08-06,241491
Campling 2019,18-34,2022-08-07,241498
Campling 2019,18-34,2022-08-08,241504
Campling 2019,18-34,2022-08-09,241510
Campling 2019,18-34,2022-08-10,241516
Campling 2019,18-34,2022-08-11,241522
Campling 2019,18-34,2022-08-12,241528
Campling 2019,18-34,2022-08-13,241534
Campling 2019,18-34,2022-08-14,241540
Campling 2019,18-34,2022-08-15,241545
Campling 2019,18-34,2022-08-16,241551
Campling 2019,18-34,2022-08-17,241557
Campling 2019,18-34,2022-08-18,241563
Campling 2019,18-34,2022-08-19,241568
Campling 2019,18-34,2022-08-20,241574
Campling 2019,18-34,2022-08-21,241579
Campling 2019,18-34,2022-08-22,241585
Campling 2019,18-34,2022-08-23,241590
Campling 2019,18-34,2022-08-24,241596
Campling 2019,18-34,2022-08-25,241601
Campling 2019,18-34,2022-08-26,241606
Campling 2019,18-34,2022-08-27,241612
Campling 2019,18-34,2022-08-28,241617
Campling 2019,18-34,2022-08-29,241622
Campling 2019,18-34,2022-08-30,241627
Campling 2019,18-34,2022-08-31,241633
Campling 2019,18-34,2022-09-01,241638
Campling 2019,18-34,2022-09-02,241643
Campling 2019,18-34,2022-09-03,241648
Campling 2019,18-34,2022-09-04,241653
Campling 2019,18-34,2022-09-05,241658
Campling 2019,18-34,2022-09-06,241663
Campling 2019,18-34,2022-09-07,241668
Campling 2019,18-34,2022-09-08,241673
Campling 2019,18-34,2022-09-09,241678
Campling 2019,18-34,2022-09-10,241682
Campling 2019,18-34,2022-09-11,241687
Campling 2019,18-34,2022-09-12,241692
Campling 2019,18-34,2022-09-13,241697
Campling 2019,18-34,2022-09-14,241702
Campling 2019,18-34,2022-09-15,241706
Campling 2019,18-34,2022-09-16,241711
Campling 2019,18-34,2022-09-17,241716
Campling 2019,18-34,2022-09-18,241721
Campling 2019,18-34,2022-09-19,241725
Campling 2019,18-34,2022-09-20,241730
Campling 2019,18-34,2022-09-21,241735
Campling 2019,18-34,2022-09-22,241739
Campling 2019,18-34,2022-09-23,241744
Campling 2019,18-34,2022-09-24,241749
Campling 2019,18-34,2022-09-25,241753
Campling 2019,18-34,2022-09-26,241758
Campling 2019,18-34,2022-09-27,241762
Campling 2019,18-34,2022-09-28,241767
Campling 2019,18-34,2022-09-29,241771
Campling 2019,18-34,2022-09-30,241776
Campling 2019,18-34,2022-10-01,241781
Campling 2019,18-34,2022-10-02,241785
Campling 2019,18-34,2022-10-03,241790
Campling 2019,18-34,2022-10-04,241794
Campling 2019,18-34,2022-10-05,241799
Campling 2019,18-34,2022-10-06,241803
Campling 2019,18-34,2022-10-07,241808
Campling 2019,18-34,2022-10-08,241812
Campling 2019,18-34,2022-10-09,241817
Campling 2019,18-34,2022-10-10,241822
Campling 2019,18-34,2022-10-11,241826
Campling 2019,18-34,2022-10-12,241831
Campling 2019,18-34,2022-10-13,241835
Campling 2019,18-34,2022-10-14,241840
Campling 2019,18-34,2022-10-15,241844
Campling 2019,18-34,2022-10-16,241849
Campling 2019,18-34,2022-10-17,241854
Campling 2019,18-34,2022-10-18,241858
Campling 2019,18-34,2022-10-19,241863
Campling 2019,18-34,2022-10-20,241867
Campling 2019,18-34,2022-10-21,241872
Campling 2019,18-34,2022-10-22,241877
Campling 2019,18-34,2022-10-23,241881
Campling 2019,18-34,2022-10-24,241886
Campling 2019,18-34,2022-10-25,241891
Campling 2019,18-34,2022-10-26,241896
Campling 2019,18-34,2022-10-27,241900
Campling 2019,18-34,2022-10-28,241905
Campling 2019,18-34,2022-10-29,241910
Campling 2019,18-34,2022-10-30,241915
Campling 2019,18-34,2022-10-31,241919
Campling 2019,18-34,2022-11-01,241924
Campling 2019,18-34,2022-11-02,241929
Campling 2019,18-34,2022-11-03,241934
Campling 2019,18-34,2022-11-04,241939
Campling 2019,18-34,2022-11-05,241944
Campling 2019,18-34,2022-11-06,241949
Campling 2019,18-34,2022-11-07,241954
Campling 2019,18-34,2022-11-08,241959
Campling 2019,18-34,2022-11-09,241964
Campling 2019,18-34,2022-11-10,241969
Campling 2019,18-34,2022-11-11,241974
Campling 2019,18-34,2022-11-12,241979
Campling 2019,18-34,2022-11-13,241985
Campling 2019,18-34,2022-11-14,241990
Campling 2019,18-34,2022-11-15,241995
Campling 2019,18-34,2022-11-16,242000
Campling 2019,18-34,2022-11-17,242006
Campling 2019,18-34,2022-11-18,242011
Campling 2019,18-34,2022-11-19,242017
Campling 2019,18-34,2022-11-20,242022
Campling 2019,18-34,2022-11-21,242028
Campling 2019,18-34,2022-11-22,242033
Campling 2019,18-34,2022-11-23,242039
Campling 2019,18-34,2022-11-24,242044
Campling 2019,18-34,2022-11-25,242050
Campling 2019,18-34,2022-11-26,242056
Campling 2019,18-34,2022-11-27,242061
Campling 2019,18-34,2022-11-28,242067
Campling 2019,18-34,2022-11-29,242073
Campling 2019,18-34,2022-11-30,242079
Campling 2019,18-34,2022-12-01,242085
Campling 2019,18-34,2022-12-02,242091
Campling 2019,18-34,2022-12-03,242097
Campling 2019,18-34,2022-12-04,242103
Campling 2019,18-34,2022-12-05,242109
Campling 2019,18-34,2022-12-06,242116
Campling 2019,18-34,2022-12-07,242122
Campling 2019,18-34,2022-12-08,242128
Campling 2019,18-34,2022-12-09,242135
Campling 2019,18-34,2022-12-10,242141
Campling 2019,18-34,2022-12-11,242148
Campling 2019,18-34,2022-12-12,242154
Campling 2019,18-34,2022-12-13,242161
Campling 2019,18-34,2022-12-14,242167
Campling 2019,18-34,2022-12-15,242174
Campling 2019,18-34,2022-12-16,242181
Campling 2019,18-34,2022-12-17,242188
Campling 2019,18-34,2022-12-18,242195
Campling 2019,18-34,2022-12-19,242202
Campling 2019,18-34,2022-12-20,242209
Campling 2019,18-34,2022-12-21,242216
Campling 2019,18-34,2022-12-22,242223
Campling 2019,18-34,2022-12-23,242231
Campling 2019,18-34,2022-12-24,242238
Campling 2019,18-34,2022-12-25,242246
Campling 2019,18-34,2022-12-26,242253
Campling 2019,18-34,2022-12-27,242261
Campling 2019,18-34,2022-12-28,242268
